site_id,common_name,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
CROB,chinstrap penguin,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0,32000.0
CROW,chinstrap penguin,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
CROZ,adelie penguin,167392.0,167392.0,167392.0,167392.0,167392.0,167392.0,167392.0,167392.0,167392.0,167392.0,167392.0,167392.0,177284.0,177083.0,131694.0,136309.0,109156.0,118220.0,134438.0,121457.0,120983.0,115771.0,117675.0,153396.0,125441.0,156441.0,111777.5,67114.0,161079.0,100843.0,182492.0,194449.0,205667.0,197990.0,193624.0,282515.0,278928.0,261371.0,272340.0,280787.0
CRUZ,adelie penguin,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0
CRWL,chinstrap penguin,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0
CSOU,adelie penguin,19084.0,19084.0,19084.0,19084.0,19084.0,19084.0,19084.0,19084.0,19084.0,19084.0,17582.6666667,16081.3333333,14580.0,25226.0,17833.0,16302.0,15937.0,15572.0,15207.0,14842.0,14301.0,13760.0,13219.0,11989.5,10760.0,11061.75,11363.5,11665.25,11967.0,12268.75,12570.5,12872.25,13174.0,13577.0,13980.0,14383.0,14786.0,18173.0,21560.0,24947.0
CURZ,adelie penguin,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12641.0,12798.9230769,12956.8461538,13114.7692308,13272.6923077,13430.6153846,13588.5384615,13746.4615385,13904.3846154,14062.3076923,14220.2307692,14378.1538462,14536.0769231,14694.0,14694.0,14694.0,14694.0
CUVE,chinstrap penguin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CUVE,gentoo penguin,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,3422.5,3145.0,2867.5,3224.125,3580.75,3937.375,4294.0,4421.0,4818.0,4948.22222222,5078.44444444,5208.66666667,5338.88888889,5469.11111111,5599.33333333,5729.55555556,5859.77777778,5990.0,6142.0,6294.0,4420.0,5649.0,6878.0,7741.0,990.0,5253.0,5950.0,7007.0
CVIK,chinstrap penguin,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0
DAMO,gentoo penguin,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,828.0,790.333333333,752.666666667,715.0,1189.0,1663.0,1660.5,1658.0,1705.875,1753.75,1801.625,1849.5,1897.375,1945.25,1993.125,2041.0,2012.75,1984.5,1956.25,1928.0,1975.0,2022.0,2631.5,2343.25,2055.0,2186.6,2482.33333333,1411.0,2718.0,2297.5,2299.0
DANC,gentoo penguin,1172.0,1172.0,1172.0,1172.0,1172.0,1172.0,1172.0,1172.0,1172.0,1172.0,1172.0,1172.0,1229.28571429,1286.57142857,1343.85714286,1401.14285714,1458.42857143,1515.71428571,1573.0,1605.0,1637.0,1769.6,1902.2,2034.8,2167.4,2300.0,2329.42857143,2358.85714286,2388.28571429,2417.71428571,2447.14285714,2476.57142857,2506.0,1832.5,1851.33333333,3632.0,2115.0,1867.0,2522.0,2742.5
DARB,adelie penguin,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,642.172413793,634.344827586,626.517241379,618.689655172,610.862068966,603.034482759,595.206896552,587.379310345,579.551724138,571.724137931,563.896551724,556.068965517,548.24137931,540.413793103,532.586206897,524.75862069,516.931034483,509.103448276,501.275862069,493.448275862,485.620689655,477.793103448,469.965517241,462.137931034,454.310344828,446.482758621,438.655172414,430.827586207,423.0,423.0
DARW,adelie penguin,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0,7419.0
DARX,adelie penguin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAVE,chinstrap penguin,560.0,560.0,560.0,560.0,560.0,560.0,560.0,4633.33333333,8706.66666667,12780.0,16853.3333333,20926.6666667,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0,25000.0
DAVI,adelie penguin,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8730.0,8711.64705882,8693.29411765,8674.94117647,8656.58823529,8638.23529412,8619.88235294,8601.52941176,8583.17647059,8564.82352941,8546.47058824,8528.11764706,8509.76470588,8491.41176471,8473.05882353,8454.70588235,8436.35294118,8418.0,8418.0,8418.0,8418.0
DECI,chinstrap penguin,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
DEEI,adelie penguin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEEI,chinstrap penguin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DELA,chinstrap penguin,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,135.0,135.0,135.0
DEMA,chinstrap penguin,652.0,652.0,652.0,652.0,652.0,652.0,545.0,632.0,604.285714286,576.571428571,548.857142857,521.142857143,493.428571429,465.714285714,438.0,210.0,328.0,343.0,358.0,295.5,233.0,245.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0,217.0
DENI,adelie penguin,4898.0,4898.0,4898.0,4898.0,4898.0,4898.0,4898.0,4898.0,5206.13793103,5514.27586207,5822.4137931,6130.55172414,6438.68965517,6746.82758621,7054.96551724,7363.10344828,7671.24137931,7979.37931034,8287.51724138,8595.65517241,8903.79310345,9211.93103448,9520.06896552,9828.20689655,10136.3448276,10444.4827586,10752.6206897,11060.7586207,11368.8965517,11677.0344828,11985.1724138,12293.3103448,12601.4482759,12909.5862069,13217.7241379,13525.862069,13834.0,13834.0,13834.0,13834.0
DEPT,chinstrap penguin,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0
DESC,adelie penguin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESO,chinstrap penguin,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0,18000.0
DETA,adelie penguin,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,861.941176471,865.882352941,869.823529412,873.764705882,877.705882353,881.647058824,885.588235294,889.529411765,893.470588235,897.411764706,901.352941176,905.294117647,909.235294118,913.176470588,917.117647059,921.058823529,925.0,452.0,464.0,476.0,488.0,500.0,373.5,486.0,490.0,460.0,430.0,561.0
DEVI,adelie penguin,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,9598.25,8876.5,8154.75,7433.0,6656.5,5880.0,8500.0,8651.0,8802.0,13401.0,18000.0,17680.25,17360.5,12234.25,7108.0,7108.0,7108.0,7108.0
DOBE,gentoo penguin,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,219.0,212.5,206.0,165.75,178.0,120.333333333,249.0,167.0,193.0
DOME,adelie penguin,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0
DOU1,adelie penguin,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
DOU2,adelie penguin,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
DOWN,adelie penguin,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,17044.0,24300.0,23997.5,23695.0,23142.0,22589.0,17540.5,12492.0,14401.0,16310.0,17745.3333333,19180.6666667,20616.0,22051.3333333,23486.6666667,24922.0,23465.6666667,22009.3333333,20553.0,19935.0,19317.0,18699.0,18081.0,17463.0,16845.0,16227.0,15609.0,14991.0,14373.0,25006.5,35640.0
DREA,adelie penguin,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,10000.0,10700.0,10299.4090909,9898.81818182,9498.22727273,9097.63636364,8697.04545455,8296.45454545,7895.86363636,7495.27272727,7094.68181818,6694.09090909,6293.5,5892.90909091,5492.31818182,5091.72727273,4691.13636364,4290.54545455,3889.95454545,3489.36363636,3088.77272727,2688.18181818,2287.59090909,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0,1887.0
DREA,chinstrap penguin,46.0,46.0,46.0,46.0,54.1666666667,62.3333333333,70.5,78.6666666667,86.8333333333,95.0,109.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0
DREW,chinstrap penguin,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,57.5,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0
DUKE,adelie penguin,2516.5,2516.5,2516.5,2516.5,2516.5,2516.5,2516.5,2516.5,2516.5,3260.66666667,4004.83333333,4749.0,4680.66666667,4612.33333333,4544.0,3425.5,2307.0,3155.0,4003.0,4688.38888889,5373.77777778,6059.16666667,6744.55555556,7429.94444444,8115.33333333,8800.72222222,9486.11111111,10171.5,10856.8888889,11542.2777778,12227.6666667,12913.0555556,13598.4444444,14283.8333333,14969.2222222,15654.6111111,16340.0,13742.6666667,11145.3333333,8548.0
DUND,gentoo penguin,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
DUPT,chinstrap penguin,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,123.666666667,110.333333333,97.0,93.4090909091,89.8181818182,86.2272727273,82.6363636364,79.0454545455,75.4545454545,71.8636363636,68.2727272727,64.6818181818,61.0909090909,57.5,53.9090909091,50.3181818182,46.7272727273,43.1363636364,39.5454545455,35.9545454545,32.3636363636,28.7727272727,25.1818181818,21.5909090909,18.0,21.0,21.5,22.0
DUPT,gentoo penguin,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,485.0,185.0,238.0,291.0
DURO,adelie penguin,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0
DURO,chinstrap penguin,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0,9400.0
DURO,gentoo penguin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DURV,adelie penguin,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13195.0,16390.0,19585.0,22780.0,25975.0,29170.0,29170.0,29170.0
DURV,gentoo penguin,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0,671.0
DUTH,adelie penguin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EADI,chinstrap penguin,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0,5150.0
EARL,adelie penguin,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0,23649.0
ECAP,chinstrap penguin,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
ECKE,chinstrap penguin,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.5,39.0,38.5,38.0,37.5,37.0,36.5,36.0,35.5,35.0,34.5,34.0,33.5,33.0,32.5,32.0,31.5,31.0,30.5,30.0,32.2,34.4,36.6,38.8,41.0,41.0,41.0
EDEN,adelie penguin,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46855.0,46749.2142857,46643.4285714,46537.6428571,46431.8571429,46326.0714286,46220.2857143,46114.5,46008.7142857,45902.9285714,45797.1428571,45691.3571429,45585.5714286,45479.7857143,45374.0,45374.0,45374.0,45374.0
EDMO,adelie penguin,1431.0,1431.0,1431.0,1431.0,1431.0,1431.0,1431.0,1431.0,1576.33333333,1721.66666667,1867.0,2075.0,2283.0,2491.0,2141.5,1792.0,1554.0,1316.0,1338.0,1381.0,1461.33333333,1541.66666667,1622.0,1776.77777778,1931.55555556,2086.33333333,2241.11111111,2395.88888889,2550.66666667,2705.44444444,2860.22222222,3015.0,2441.0,2477.71428571,2514.42857143,2551.14285714,2587.85714286,2624.57142857,2661.28571429,2698.0
EDWA,chinstrap penguin,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
EDWI,adelie penguin,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0,58058.0
EGAR,chinstrap penguin,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0
EIP0,chinstrap penguin,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
EIP1,chinstrap penguin,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
EIP2,chinstrap penguin,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
EIP3,chinstrap penguin,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0
EIP4,chinstrap penguin,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
EIP5,chinstrap penguin,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
ELLI,chinstrap penguin,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0,21400.0
ELPT,chinstrap penguin,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
ELPT,gentoo penguin,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
EMER,chinstrap penguin,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EMPE,adelie penguin,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,726.666666667,753.333333333,780.0,806.666666667,833.333333333,860.0,886.666666667,913.333333333,940.0,966.666666667,993.333333333,1020.0,1046.66666667,1073.33333333,1100.0,1126.66666667,1153.33333333,1180.0,1206.66666667,1233.33333333,1260.0,1286.66666667,1313.33333333,1340.0,1366.66666667,1393.33333333,1420.0,1420.0
EMPE,chinstrap penguin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ENTR,chinstrap penguin,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,708.5,697.0,685.5,674.0,662.5,651.0,902.0,812.25,722.5,632.75,543.0,551.0,696.0,726.0
ENTW,chinstrap penguin,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0
