,site_name,site_id,ccamlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,e_n
590,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,1983,1983,51874.0,2.0,nests,aerial,0.1
591,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,1984,1984,58084.0,2.0,nests,aerial,0.1
592,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,1985,1985,60984.0,2.0,nests,aerial,0.1
593,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,1986,1986,58243.0,2.0,nests,aerial,0.1
594,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,1987,1987,66319.0,2.0,nests,aerial,0.1
595,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,1988,1988,56153.0,2.0,nests,aerial,0.1
596,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,1990,1990,45362.0,2.0,nests,aerial,0.1
597,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,1991,1991,43942.0,2.0,nests,aerial,0.1
598,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,1992,1992,50502.0,2.0,nests,aerial,0.1
599,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,1996,1996,47505.0,2.0,nests,aerial,0.1
600,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,1998,1998,34287.0,2.0,nests,aerial,0.1
601,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,2001,2001,38796.0,2.0,nests,aerial,0.1
602,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,2006,2006,24848.0,2.0,nests,aerial,0.1
603,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,14.0,2.0,2011,2010,61160.0,5.0,nests,vhr,0.9
604,Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,,12.0,2013,2013,47169.0,2.0,nests,aerial,0.1
605,Chappel Island,CHAP,58.4.1,110.4193,-66.1772,adelie penguin,14.0,2.0,1980,1979,2618.0,2.0,adults,,0.1
606,Chappel Island,CHAP,58.4.1,110.4193,-66.1772,adelie penguin,25.0,12.0,1989,1989,5780.0,2.0,nests,ground,0.1
607,Chappel Island,CHAP,58.4.1,110.4193,-66.1772,adelie penguin,1.0,2.0,2011,2010,4597.0,5.0,nests,vhr,0.9
608,Charcot Island,CHAR,88.3,-75.4074,-69.7617,adelie penguin,,2.0,1987,1986,50.0,3.0,chicks,ground,0.25
609,Charcot Island,CHAR,88.3,-75.4074,-69.7617,adelie penguin,3.0,2.0,2011,2010,28.0,5.0,nests,vhr,0.9
610,Chatos Island,CHAT,48.1,-69.152,-67.66,adelie penguin,9.0,2.0,1983,1982,100.0,5.0,nests,ground,0.9
611,Chatos Island,CHAT,48.1,-69.152,-67.66,adelie penguin,11.0,1.0,2013,2012,135.0,1.0,nests,ground,0.05
612,Cheal Point,CHEA,48.2,-45.994,-60.633,chinstrap penguin,4.0,1.0,1984,1983,22500.0,4.0,nests,ground,0.5
613,Crown Head (east coast),CHEC,48.2,-45.25899999999999,-60.626999999999995,chinstrap penguin,31.0,12.0,1983,1983,2200.0,5.0,nests,ground,0.9
614,Child Rocks Islands 1,CHI1,58.4.2,63.2749,-67.4377,adelie penguin,23.0,11.0,2005,2005,500.0,5.0,nests,ground,0.9
615,Child Rocks Islands 2,CHI2,58.4.2,63.2824,-67.438,adelie penguin,23.0,11.0,2005,2005,5000.0,5.0,nests,ground,0.9
616,Child Rocks Islands 3,CHI3,58.4.2,63.2715,-67.4387,adelie penguin,23.0,11.0,2005,2005,500.0,5.0,nests,ground,0.9
617,Chick Islands,CHIC,58.4.1,120.9934,-66.7918,adelie penguin,3.0,2.0,2011,2010,475.0,5.0,nests,vhr,0.9
618,Chinstrap Islet,CHII,88.1,163.317,-66.9171,chinstrap penguin,23.0,1.0,1973,1972,20.0,1.0,adults,ground,0.05
619,Chinstrap Islet,CHII,88.1,163.317,-66.9171,adelie penguin,,12.0,1984,1984,1999.0,2.0,nests,aerial,0.1
620,Chinstrap Islet,CHII,88.1,163.317,-66.9171,adelie penguin,,12.0,2005,2005,3092.0,2.0,nests,aerial,0.1
621,Chinstrap Islet,CHII,88.1,163.317,-66.9171,chinstrap penguin,27.0,2.0,2014,2013,84.0,4.0,adults,ground,0.5
622,Chinstrap Cove,CHIN,48.1,-54.196999999999996,-61.245,chinstrap penguin,20.0,1.0,1977,1976,20701.0,4.0,nests,ground,0.5
623,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,8.0,12.0,1979,1979,1292.0,1.0,nests,ground,0.05
624,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,11.0,12.0,1979,1979,1460.0,1.0,nests,ground,0.05
625,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,2.0,1.0,1983,1982,1425.0,1.0,nests,ground,0.05
626,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,1.0,1.0,1984,1983,1261.0,1.0,nests,ground,0.05
627,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,9.0,2.0,1986,1985,1455.0,1.0,chicks,ground,0.05
628,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,2.0,12.0,1985,1985,1459.0,1.0,nests,ground,0.05
629,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,5.0,1.0,1987,1986,1151.0,1.0,nests,ground,0.05
630,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,26.0,1.0,1992,1991,1684.0,1.0,chicks,ground,0.05
631,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,26.0,1.0,1993,1992,1570.0,1.0,chicks,ground,0.05
632,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,23.0,1.0,1994,1993,1539.0,1.0,chicks,ground,0.05
633,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,17.0,1.0,1995,1994,1615.0,1.0,chicks,ground,0.05
634,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,18.0,1.0,1996,1995,1686.0,1.0,chicks,ground,0.05
635,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,25.0,1.0,1997,1996,1431.0,1.0,chicks,ground,0.05
636,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,3.0,2.0,1998,1997,1237.0,1.0,chicks,ground,0.05
637,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,23.0,1.0,1999,1998,1241.0,1.0,chicks,ground,0.05
638,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,28.0,1.0,2000,1999,1286.0,1.0,chicks,ground,0.05
639,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,23.0,1.0,2001,2000,1221.0,1.0,chicks,ground,0.05
640,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,25.0,1.0,2002,2001,511.0,1.0,chicks,ground,0.05
641,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,25.0,1.0,2003,2002,775.0,1.0,chicks,ground,0.05
642,Christine Island,CHIS,48.1,-64.0236,-64.7946,adelie penguin,23.0,1.0,2004,2003,851.0,1.0,chicks,ground,0.05
643,Cape Herschel (northeast),CHNE,48.1,-60.986000000000004,-64.042,chinstrap penguin,23.0,1.0,1987,1986,450.0,4.0,nests,ground,0.5
644,Charles Point,CHPT,48.1,-61.0,-64.236,chinstrap penguin,23.0,1.0,1987,1986,10.0,1.0,nests,ground,0.05
645,Charles Point,CHPT,48.1,-61.0,-64.236,gentoo penguin,23.0,1.0,1987,1986,130.0,3.0,nests,ground,0.25
646,Charles Point,CHPT,48.1,-61.0,-64.236,chinstrap penguin,5.0,1.0,1998,1997,13.0,2.0,nests,ground,0.1
647,Charles Point,CHPT,48.1,-61.0,-64.236,gentoo penguin,5.0,1.0,1998,1997,390.0,2.0,nests,ground,0.1
648,Charles Point,CHPT,48.1,-61.0,-64.236,chinstrap penguin,11.0,1.0,2011,2010,10.0,1.0,nests,ground,0.05
649,Charles Point,CHPT,48.1,-61.0,-64.236,chinstrap penguin,10.0,12.0,2010,2010,7.0,1.0,nests,ground,0.05
650,Charles Point,CHPT,48.1,-61.0,-64.236,gentoo penguin,11.0,1.0,2011,2010,795.0,1.0,nests,ground,0.05
651,Charles Point,CHPT,48.1,-61.0,-64.236,gentoo penguin,10.0,12.0,2010,2010,746.0,1.0,nests,ground,0.05
652,Christoffersen Island,CHRI,48.2,-45.035,-60.728,adelie penguin,27.0,12.0,1983,1983,378.0,3.0,chicks,ground,0.25
653,Christoffersen Island,CHRI,48.2,-45.035,-60.728,gentoo penguin,27.0,12.0,1983,1983,324.0,1.0,nests,ground,0.05
654,Cape Herschel (southeast),CHSE,48.1,-61.033,-64.078,chinstrap penguin,16.0,1.0,1984,1983,330.0,4.0,nests,ground,0.5
655,Cape Herschel (southeast),CHSE,48.1,-61.033,-64.078,chinstrap penguin,5.0,1.0,1998,1997,316.0,2.0,nests,ground,0.1
656,Cape Herschel (southeast),CHSE,48.1,-61.033,-64.078,chinstrap penguin,12.0,2.0,2011,2010,650.0,1.0,nests,ground,0.05
657,Cape Hunter,CHUN,58.4.1,142.349,-66.96300000000001,adelie penguin,,,1997,1997,15997.0,2.0,nests,ground,0.1
658,Cape Hunter,CHUN,58.4.1,142.349,-66.96300000000001,adelie penguin,14.0,3.0,2010,2009,7709.0,5.0,nests,vhr,0.9
659,Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,,,1991,1991,800.0,1.0,nests,ground,0.05
660,Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,5.0,2.0,1993,1992,1476.0,1.0,chicks,ground,0.05
661,Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,3.0,12.0,1992,1992,1044.0,1.0,nests,ground,0.05
662,Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,,,1992,1992,890.0,1.0,nests,ground,0.05
663,Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,,,1993,1993,1009.0,1.0,nests,ground,0.05
664,Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,,,1994,1994,1025.0,1.0,nests,ground,0.05
665,Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,,,1995,1995,1014.0,1.0,nests,ground,0.05
666,Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,,,1996,1996,1041.0,1.0,nests,ground,0.05
667,Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,5.0,1.0,1998,1997,593.0,2.0,nests,ground,0.1
668,Cierva Point,CIER,48.1,-60.96,-64.157,gentoo penguin,30.0,12.0,2010,2010,2680.0,1.0,nests,ground,0.05
670,Cieslak Point,CIPT,48.1,-58.655,-62.00899999999999,chinstrap penguin,,,1980,1980,955.0,2.0,nests,ground,0.1
671,Clark Island,CLAR,88.2,-105.193,-74.056,adelie penguin,11.0,1.0,2012,2011,322.0,5.0,nests,vhr,0.9
672,Cape Lindsey,CLIN,48.1,-55.48,-61.107,chinstrap penguin,18.0,1.0,1971,1970,710.0,4.0,nests,ground,0.5
673,Claude Point,CLPT,48.1,-62.6177,-64.116,chinstrap penguin,7.0,1.0,1985,1984,190.0,1.0,nests,ground,0.05
674,Cape Melville,CMEL,48.1,-57.58,-62.022,chinstrap penguin,,,1980,1980,9970.0,2.0,nests,ground,0.1
675,Cape Melville,CMEL,48.1,-57.58,-62.022,chinstrap penguin,31.0,1.0,1987,1986,8500.0,4.0,adults,ground,0.5
676,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,,12.0,1983,1983,4161.0,2.0,nests,aerial,0.1
677,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,,12.0,1985,1985,4647.0,2.0,nests,aerial,0.1
678,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,,12.0,1986,1986,6171.0,2.0,nests,aerial,0.1
679,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,,12.0,1987,1987,5528.0,2.0,nests,aerial,0.1
680,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,,12.0,1988,1988,5516.0,2.0,nests,aerial,0.1
681,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,,12.0,1989,1989,5413.0,2.0,nests,aerial,0.1
682,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,,12.0,1991,1991,4141.0,2.0,nests,aerial,0.1
683,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,,12.0,1993,1993,4138.0,2.0,nests,aerial,0.1
684,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,,12.0,1996,1996,5019.0,2.0,nests,aerial,0.1
685,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,,12.0,1998,1998,2668.0,2.0,nests,aerial,0.1
686,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,,12.0,2001,2001,3012.0,2.0,nests,aerial,0.1
687,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,,12.0,2006,2006,2737.0,2.0,nests,aerial,0.1
688,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,7.0,2.0,2011,2010,4150.0,5.0,nests,vhr,0.9
689,Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,,12.0,2013,2013,9278.0,2.0,nests,aerial,0.1
690,Cape Murray,CMUR,48.1,-61.6206,-64.3663,chinstrap penguin,9.0,3.0,1922,1921,,,nests,ground,
692,Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,,12.0,1983,1983,2347.0,2.0,nests,aerial,0.1
693,Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,,12.0,1986,1986,2362.0,2.0,nests,aerial,0.1
694,Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,,12.0,1988,1988,2064.0,2.0,nests,aerial,0.1
695,Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,,12.0,1989,1989,1874.0,2.0,nests,aerial,0.1
696,Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,,12.0,1991,1991,1098.0,2.0,nests,aerial,0.1
697,Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,,12.0,1993,1993,1492.0,2.0,nests,aerial,0.1
698,Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,,12.0,2001,2001,2428.0,2.0,nests,aerial,0.1
699,Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,,12.0,2002,2002,1556.0,2.0,nests,aerial,0.1
700,Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,,12.0,2006,2006,1348.0,2.0,nests,aerial,0.1
701,Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,22.0,12.0,2010,2010,501.0,5.0,nests,vhr,0.9
702,Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,,12.0,2013,2013,2751.0,2.0,nests,aerial,0.1
703,Cobalescou Island,COBA,48.1,-61.6499,-64.1795,chinstrap penguin,16.0,12.0,1971,1971,736.0,1.0,nests,ground,0.05
704,Cobalescou Island,COBA,48.1,-61.6499,-64.1795,chinstrap penguin,29.0,1.0,1986,1985,500.0,5.0,nests,ground,0.9
705,Cobalescou Island,COBA,48.1,-61.6499,-64.1795,chinstrap penguin,13.0,12.0,2011,2011,457.0,1.0,nests,ground,0.05
706,Cockburn Island,COCK,48.1,-56.8412,-64.2005,adelie penguin,5.0,2.0,2011,2010,15721.0,5.0,nests,vhr,0.9
707,Coffer Island,COFF,48.2,-45.138000000000005,-60.742,chinstrap penguin,31.0,12.0,1983,1983,2100.0,4.0,nests,ground,0.5
708,Colbeck Archipelago Unnamed 1,COLB,58.4.2,61.0647,-67.3436,adelie penguin,2.0,2.0,2011,2010,958.0,5.0,nests,vhr,0.9
709,Cone Island,CONE,48.1,-69.1531,-67.6749,adelie penguin,9.0,2.0,1983,1982,3000.0,5.0,nests,ground,0.9
710,Cone Island,CONE,48.1,-69.1531,-67.6749,adelie penguin,11.0,1.0,2013,2012,3051.0,1.0,nests,ground,0.05
711,Cone Island,CONE,48.1,-69.1531,-67.6749,chinstrap penguin,11.0,1.0,2013,2012,2.0,1.0,nests,ground,0.05
712,Confusion Island,CONF,48.2,-45.636,-60.738,chinstrap penguin,13.0,2.0,1979,1978,7736.0,1.0,nests,ground,0.05
713,Conical Island (Aviation Islands),CONI,88.1,158.7833,-69.2667,adelie penguin,,12.0,1985,1985,128.0,2.0,nests,aerial,0.1
714,Cape Conway,CONW,48.1,-61.4224,-62.8415,chinstrap penguin,8.0,2.0,1987,1986,400.0,3.0,adults,ground,0.25
715,Cape Conway,CONW,48.1,-61.4224,-62.8415,gentoo penguin,8.0,2.0,1987,1986,400.0,3.0,nests,ground,0.25
716,Cornwall Island,CORI,48.1,-59.708999999999996,-62.3426,chinstrap penguin,,,1987,1987,110.0,3.0,nests,,0.25
717,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,30.0,1.0,1980,1979,1093.0,1.0,chicks,ground,0.05
718,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,11.0,12.0,1979,1979,695.0,1.0,nests,ground,0.05
719,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,4.0,1.0,1981,1980,890.0,1.0,nests,ground,0.05
720,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,4.0,2.0,1981,1980,1052.0,1.0,chicks,ground,0.05
721,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,8.0,12.0,1982,1982,795.0,1.0,nests,ground,0.05
722,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,24.0,12.0,1983,1983,623.0,1.0,nests,ground,0.05
723,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,13.0,12.0,1984,1984,905.0,1.0,nests,ground,0.05
724,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,9.0,2.0,1986,1985,880.0,1.0,chicks,ground,0.05
725,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,2.0,12.0,1985,1985,872.0,1.0,nests,ground,0.05
726,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,17.0,12.0,1986,1986,693.0,1.0,nests,ground,0.05
727,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,26.0,1.0,1992,1991,875.0,1.0,chicks,ground,0.05
728,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,26.0,1.0,1993,1992,863.0,1.0,chicks,ground,0.05
729,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,23.0,1.0,1994,1993,847.0,1.0,chicks,ground,0.05
730,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,17.0,1.0,1995,1994,896.0,1.0,chicks,ground,0.05
731,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,18.0,1.0,1996,1995,888.0,1.0,chicks,ground,0.05
732,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,25.0,1.0,1997,1996,802.0,1.0,chicks,ground,0.05
733,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,3.0,2.0,1998,1997,644.0,1.0,chicks,ground,0.05
734,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,23.0,1.0,1999,1998,755.0,1.0,chicks,ground,0.05
735,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,28.0,1.0,2000,1999,665.0,1.0,chicks,ground,0.05
736,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,23.0,1.0,2001,2000,663.0,1.0,chicks,ground,0.05
737,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,25.0,1.0,2002,2001,174.0,1.0,chicks,ground,0.05
738,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,25.0,1.0,2003,2002,399.0,1.0,chicks,ground,0.05
739,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,23.0,1.0,2004,2003,332.0,1.0,chicks,ground,0.05
740,Cormorant Island,CORM,48.1,-63.9667,-64.7939,adelie penguin,27.0,1.0,2005,2004,227.0,1.0,chicks,ground,0.05
741,Cape Cornish (NE Buckle),CORN,88.1,163.2139,-66.7031,adelie penguin,,12.0,1984,1984,533.0,2.0,nests,aerial,0.1
742,Cape Cornish (NE Buckle),CORN,88.1,163.2139,-66.7031,adelie penguin,,12.0,2005,2005,401.0,2.0,nests,aerial,0.1
743,Cormorant Point,CORP,48.2,-44.732,-60.756,adelie penguin,,,1993,1993,122.0,1.0,nests,ground,0.05
744,Cormorant Point,CORP,48.2,-44.732,-60.756,adelie penguin,,,2004,2004,96.0,1.0,nests,ground,0.05
745,Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,,12.0,1981,1981,24440.0,2.0,nests,aerial,0.1
746,Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,,12.0,1983,1983,42855.0,2.0,nests,aerial,0.1
747,Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,,12.0,1984,1984,48462.0,2.0,nests,aerial,0.1
748,Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,,12.0,1987,1987,58776.0,2.0,nests,aerial,0.1
749,Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,,12.0,1988,1988,43423.0,2.0,nests,aerial,0.1
750,Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,,12.0,1990,1990,27764.0,2.0,nests,aerial,0.1
751,Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,,12.0,1996,1996,32122.0,2.0,nests,aerial,0.1
752,Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,,12.0,2006,2006,21280.0,2.0,nests,aerial,0.1
753,Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,29.0,1.0,2011,2010,39121.0,5.0,nests,vhr,0.9
754,Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,,12.0,2013,2013,49198.0,2.0,nests,aerial,0.1
755,Cieslak Point (west),CPTW,48.1,-58.68899999999999,-62.012,chinstrap penguin,,,1980,1980,280.0,2.0,nests,ground,0.1
756,Crab Beach,CRAB,48.1,-55.17,-61.246,chinstrap penguin,18.0,1.0,1971,1970,4150.0,3.0,nests,ground,0.25
757,Near Craggy Point (Sugarloaf Island),CRAG,48.1,-54.18600000000001,-61.302,chinstrap penguin,21.0,1.0,1977,1976,1200.0,5.0,nests,ground,0.9
758,Cresta Run Bay,CRBA,48.1,-55.358999999999995,-61.236000000000004,chinstrap penguin,18.0,1.0,1971,1970,815.0,3.0,nests,ground,0.25
759,Cape Robertson,CROB,48.2,-44.84,-60.714,chinstrap penguin,28.0,12.0,1983,1983,32000.0,4.0,nests,ground,0.5
760,Crown Head,CROW,48.2,-45.316,-60.623000000000005,chinstrap penguin,31.0,12.0,1983,1983,2000.0,5.0,nests,ground,0.9
761,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1985,1985,167392.0,2.0,nests,aerial,0.1
762,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1986,1986,177284.0,2.0,nests,aerial,0.1
763,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1987,1987,177083.0,2.0,nests,aerial,0.1
764,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1988,1988,131694.0,2.0,nests,aerial,0.1
765,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1989,1989,136309.0,2.0,nests,aerial,0.1
766,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1990,1990,109156.0,2.0,nests,aerial,0.1
767,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1991,1991,118220.0,2.0,nests,aerial,0.1
768,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1992,1992,134438.0,2.0,nests,aerial,0.1
769,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1993,1993,121457.0,2.0,nests,aerial,0.1
770,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1994,1994,120983.0,2.0,nests,aerial,0.1
771,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1995,1995,115771.0,2.0,nests,aerial,0.1
772,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1996,1996,117675.0,2.0,nests,aerial,0.1
773,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1997,1997,153396.0,2.0,nests,aerial,0.1
774,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1998,1998,125441.0,2.0,nests,aerial,0.1
775,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,1999,1999,156441.0,2.0,nests,aerial,0.1
776,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,2001,2001,67114.0,2.0,nests,aerial,0.1
777,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,2002,2002,161079.0,2.0,nests,aerial,0.1
778,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,2003,2003,100843.0,2.0,nests,aerial,0.1
779,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,2004,2004,182492.0,2.0,nests,aerial,0.1
780,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,2005,2005,194449.0,2.0,nests,aerial,0.1
781,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,2006,2006,205667.0,2.0,nests,aerial,0.1
782,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,2007,2007,197990.0,2.0,nests,aerial,0.1
783,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,2008,2008,193624.0,2.0,nests,aerial,0.1
784,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,2009,2009,282515.0,2.0,nests,aerial,0.1
785,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,2010,2010,278928.0,2.0,nests,aerial,0.1
786,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,2011,2011,261371.0,2.0,nests,aerial,0.1
787,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,2012,2012,272340.0,2.0,nests,aerial,0.1
788,Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,,12.0,2013,2013,280787.0,2.0,nests,aerial,0.1
789,Cruzen Island,CRUZ,88.2,-140.3266,-74.7341,adelie penguin,30.0,1.0,2011,2010,226.0,5.0,nests,vhr,0.9
790,Cornwallis Island,CRWL,48.1,-54.4641,-61.0724,chinstrap penguin,12.0,2.0,1977,1976,2200.0,4.0,nests,ground,0.5
791,Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,,12.0,1983,1983,19084.0,2.0,nests,aerial,0.1
792,Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,,12.0,1986,1986,14580.0,2.0,nests,aerial,0.1
793,Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,,12.0,1987,1987,25226.0,2.0,nests,aerial,0.1
794,Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,,12.0,1988,1988,17833.0,2.0,nests,aerial,0.1
